ID,X_01,X_02,X_03,X_04,X_05,X_06,X_07,X_08,X_09,X_10,X_11,X_12,X_13,X_14,X_15,X_16,X_17,X_18,X_19,X_20,X_21,X_22,X_23,X_24,X_25,X_26,X_27,X_28,X_29,X_30,X_31,X_32,X_33,X_34,X_35,X_36,X_37,X_38,X_39,X_40,X_41,X_42,X_43,X_44,X_45,X_46,X_47,X_48,X_49,X_50,X_51,X_52,target
TRAIN_05769,0.016,0.24309367,0.5566402,0.51955396,0.38626623,0.60894424,0.6540236,0.47558796,0.56366134,0.5089846,17.958,0.52592915,0.54390097,0.37246895,0.58939105,0.4444146,0.50898314,0.36311397,44.919,0.59023625,0.5686097,0.7086319,0.548747,0.45391667,0.38427678,0.55464596,0.44597238,0.25817972,0.48330316,0.5476955,0.5256304,0.58826655,0.6439771,0.52022123,0.50558937,0.6160701,22.141,0.37835562,0.5200149,41.13,0.7853451,0.262,0.25835204,0.463183,0.60896885,0.7480846,0.38606748,0.49886212,0.5223485,0.57863116,0.32661626,0.60316163,10
TRAIN_05770,0.017,0.25057805,0.5023462,0.50243294,0.3757601,0.6478972,0.059144955,0.25031865,0.6673602,0.5276497,17.096,0.43626842,0.7093731,0.45261222,0.5641485,0.94425493,0.5276523,0.9521576,21.937,0.68041724,0.4938373,0.78330487,0.51335603,0.46620107,0.3742696,0.56849015,0.53717065,0.25074792,0.3491754,0.55676264,0.47482693,0.15245754,0.053813517,0.49600875,0.43995923,0.6392494,21.896,0.40954602,0.5047186,41.64,0.9235975,0.255,0.29219297,0.5295418,0.6478675,0.7317509,0.42622238,0.5513497,0.5440445,0.5726915,0.31998783,0.60360205,2
TRAIN_05771,0.026,0.24055605,0.54834354,0.5457133,0.34146997,0.73344225,0.66885203,0.52339405,0.599117,0.58274686,18.053,0.5632743,0.51923686,0.36439422,0.6184207,0.47095978,0.5827706,0.39018753,51.595,0.6143312,0.59154916,0.7339713,0.5787772,0.44743204,0.34115168,0.5588074,0.444102,0.26266733,0.5847251,0.5603847,0.47882313,0.5840806,0.650658,0.48567453,0.45791334,0.6110924,21.409,0.3458045,0.54205865,40.8,0.7854919,0.267,0.25489676,0.43895644,0.73343194,0.75652957,0.34846687,0.3805035,0.50778425,0.57470167,0.287558,0.59441024,15
TRAIN_05772,0.022,0.24477956,0.5282475,0.54284835,0.34192017,0.45025763,0.65667117,0.504042,0.60443175,0.5327101,18.1,0.5321188,0.5130409,0.38150576,0.56231207,0.47201642,0.532704,0.389872,49.197,0.63336086,0.5823746,0.7436489,0.61338747,0.47074524,0.3410426,0.5559151,0.48380488,0.26037768,0.5697696,0.55373305,0.52212137,0.5762988,0.64731395,0.5183664,0.45915708,0.613547,21.253,0.34590724,0.54868805,41.017,0.79654074,0.264,0.250971,0.45437452,0.4502331,0.7495096,0.3486417,0.5316785,0.5050521,0.58151567,0.29021576,0.6140408,15
TRAIN_05773,0.019,0.24929535,0.52775043,0.5236716,0.36418205,0.51561165,0.6592641,0.5147297,0.5884848,0.5294756,18.171,0.52171224,0.5596547,0.3574988,0.46409845,0.45124325,0.5294734,0.36909416,50.318,0.61079085,0.5713742,0.72235674,0.5784198,0.5095567,0.36351168,0.55561256,0.4917824,0.24671102,0.57507014,0.5580573,0.49389145,0.5741864,0.64788365,0.49349144,0.43602997,0.61348397,21.975,0.3649427,0.51649445,44.859,0.7817213,0.25,0.26118794,0.44690558,0.5156395,0.747467,0.363975,0.52163064,0.5222608,0.60100555,0.30582723,0.559865,4
TRAIN_05774,0.016,0.25075656,0.5445373,0.50560325,0.3996183,0.5785061,0.64208037,0.44042036,0.5515102,0.55044574,18.023,0.4897268,0.56706184,0.36493492,0.5828232,0.43210298,0.55045974,0.34948218,41.07,0.58034754,0.528582,0.69565356,0.6016123,0.45936364,0.39811742,0.5488287,0.5257834,0.24468665,0.48298076,0.55177736,0.52453154,0.5423228,0.6321189,0.508794,0.44683334,0.6163368,22.689,0.39920807,0.50413746,41.413,0.77081805,0.249,0.26316786,0.42509657,0.57848805,0.74073374,0.39822876,0.48409843,0.53491646,0.6113072,0.33493188,0.5650954,3
TRAIN_05775,0.023,0.25495592,0.5262369,0.50150657,0.3618074,0.660037,0.027133726,0.30666012,0.67157704,0.44181603,16.907,0.49849138,0.6713019,0.43025085,0.5560604,0.9065106,0.4418187,0.90575475,27.548,0.6917363,0.5610472,0.7853907,0.52594775,0.3360803,0.36083102,0.5647674,0.54502386,0.26884115,0.41356885,0.56143093,0.48945808,0.1371426,0.022011468,0.50382566,0.42268237,0.63721323,21.871,0.39703876,0.50470895,41.674,0.92265797,0.273,0.28836367,0.545742,0.6600445,0.73091227,0.40186152,0.49449956,0.54419065,0.5862622,0.3056587,0.59374684,2
TRAIN_05776,0.024,0.253911,0.5297764,0.50863343,0.3899137,0.5810128,0.65478635,0.49308425,0.5705017,0.4052237,18.258,0.52018154,0.56425893,0.37504792,0.58453333,0.4489295,0.40522382,0.36880893,46.991,0.582187,0.5551027,0.6865809,0.5805899,0.46503943,0.3581019,0.56676394,0.5220818,0.21613991,0.5323979,0.5656968,0.44220972,0.54131216,0.64443916,0.49958596,0.43038794,0.6106035,20.434,0.37704676,0.49861932,41.21,0.76240474,0.219,0.2641094,0.43675166,0.5810245,0.74316436,0.38193378,0.39206854,0.51356936,0.59905577,0.32344767,0.55081075,20
TRAIN_05777,0.021,0.24723446,0.5745511,0.5071351,0.38786975,0.6514016,0.66762453,0.545809,0.5746738,0.4175524,17.88,0.52597326,0.5481383,0.39515048,0.48899513,0.45163783,0.41755593,0.37467572,53.781,0.5957858,0.5759718,0.70032316,0.6157784,0.3892353,0.37532946,0.57558095,0.5033091,0.24756765,0.5873021,0.57372546,0.47482544,0.5155272,0.63887423,0.52138054,0.43237188,0.619187,22.051,0.37011495,0.50689626,41.543,0.7803097,0.252,0.25598606,0.4835966,0.6514015,0.7349822,0.37069073,0.46775186,0.5437296,0.55483216,0.32062566,0.5344205,20
TRAIN_05778,0.027,0.24341951,0.46128374,0.53750396,0.36901015,0.8282211,0.6623554,0.49092203,0.58695394,0.5735266,19.06,0.529591,0.54828584,0.3461778,0.5385182,0.4463641,0.57352096,0.36004758,47.093,0.5891353,0.61021084,0.70139265,0.5657474,0.4473219,0.33972844,0.53652644,0.45917508,0.27546996,0.53327084,0.5392113,0.52907544,0.5656297,0.63953906,0.4869663,0.46647406,0.6099202,19.575,0.38218465,0.53695107,40.752,0.7546482,0.281,0.257242,0.42097345,0.82820237,0.7587208,0.38842687,0.4992647,0.47138843,0.60683686,0.3132119,0.6374101,20
TRAIN_05779,0.018,0.24664843,0.53689,0.5137217,0.3958977,0.609636,0.6471666,0.51112956,0.5752065,0.5341698,18.176,0.5106985,0.5605184,0.36333567,0.44038987,0.43695337,0.5341714,0.35833246,49.419,0.5645835,0.54210275,0.6898628,0.5924905,0.47822437,0.39496037,0.56345826,0.48011285,0.24300446,0.55062956,0.5576643,0.49305645,0.55108595,0.6422743,0.4952138,0.43306223,0.6086487,22.889,0.38544494,0.48855212,41.026,0.7681343,0.247,0.26359582,0.42675462,0.6096578,0.7466547,0.38779402,0.42223945,0.54270667,0.5990316,0.32927307,0.5708492,0
TRAIN_05780,0.011,0.24808353,0.5468058,0.5234117,0.38455504,0.5770293,0.64144474,0.47400025,0.5629775,0.5060337,18.216,0.52863145,0.567253,0.3609839,0.5103903,0.4479339,0.5060363,0.36479476,44.913,0.5867692,0.56196195,0.6926339,0.60641956,0.4844209,0.36421207,0.5385964,0.49095675,0.26629692,0.5173092,0.53610015,0.5239926,0.60649616,0.63008505,0.46411183,0.43489408,0.6015284,20.643,0.39023393,0.5137732,40.9,0.7556909,0.271,0.26293603,0.43147323,0.5770582,0.7519875,0.3936148,0.4616503,0.49709615,0.6059115,0.32575786,0.6077319,20
TRAIN_05781,0.019,0.24998564,0.5347206,0.5406803,0.36015907,0.6597806,0.6537346,0.47861838,0.59265655,0.5076825,18.142,0.5318558,0.5266004,0.35919946,0.65830797,0.44839936,0.5076928,0.36132205,45.933,0.6146762,0.5887856,0.7224763,0.61526614,0.4869468,0.35923514,0.54926735,0.51435494,0.27453917,0.5379818,0.5503655,0.51518583,0.543246,0.64060026,0.5892485,0.44537014,0.61049753,21.882,0.36832973,0.52388597,41.376,0.77943194,0.28,0.2527317,0.43000773,0.6597811,0.7513852,0.36822334,0.5147952,0.5181093,0.60236835,0.30173245,0.6227096,11
TRAIN_05782,0.01,0.24714388,0.5284118,0.5368954,0.35587648,0.5678291,0.6540986,0.51139647,0.5909712,0.54677546,18.246,0.5508188,0.54680294,0.35006744,0.599536,0.45387316,0.54676443,0.3710308,50.33,0.60840046,0.5460913,0.7182671,0.6256271,0.38742885,0.35457122,0.55133665,0.49780297,0.26768756,0.56702286,0.55068004,0.5013804,0.56852376,0.63998014,0.47163063,0.4472199,0.60905164,21.641,0.36778563,0.5346833,40.747,0.7739268,0.272,0.2586255,0.43773934,0.56782866,0.75139815,0.36079502,0.27384138,0.5090946,0.6060467,0.3016718,0.60147595,19
TRAIN_05783,0.026,0.24969743,0.5838037,0.5031566,0.3935586,0.6326708,0.650422,0.49192032,0.5597798,0.520342,17.585,0.5039666,0.5705985,0.38169765,0.52991605,0.44613057,0.5203581,0.36584663,47.104,0.5823482,0.55155087,0.7048774,0.5613973,0.45667827,0.39138955,0.56259376,0.5059014,0.20557442,0.54040796,0.5480007,0.5040982,0.49931413,0.6419216,0.5036269,0.42254275,0.6187039,22.36,0.38731322,0.5005962,41.15,0.7800292,0.209,0.26198205,0.41692755,0.632653,0.74433947,0.39567193,0.5573171,0.5277177,0.60340255,0.33258107,0.5563536,0
TRAIN_05784,0.024,0.2358791,0.60926473,0.5881846,0.25595295,0.6925834,0.6269957,0.51496625,0.6702276,0.38190126,17.306,0.5451801,0.46458745,0.39329326,0.6093962,0.4523823,0.3819307,0.36359704,51.723,0.6938041,0.581845,0.7925028,0.60342675,0.37170878,0.259809,0.5903653,0.40343747,0.2137859,0.601035,0.58339983,0.53811365,0.5090339,0.62359047,0.5375443,0.49789166,0.6187254,20.591,0.26816347,0.600077,40.899,0.81170076,0.217,0.23896977,0.4402603,0.69253606,0.7552587,0.2582003,0.32372183,0.5030231,0.53168774,0.20794953,0.6193386,8
TRAIN_05785,0.015,0.24665846,0.49898863,0.50833523,0.3992268,0.61502147,0.6489966,0.49974725,0.5771869,0.60368156,18.463,0.50297683,0.55554503,0.3756005,0.55349433,0.4392304,0.60366184,0.35791352,47.766,0.57869154,0.5310233,0.6943949,0.55460614,0.41848773,0.39782396,0.56154275,0.5012127,0.2287879,0.54193443,0.5572428,0.49696645,0.51808155,0.63054746,0.45977277,0.42673466,0.60993904,22.794,0.40124387,0.499902,41.148,0.7733125,0.233,0.26088402,0.42560527,0.614992,0.7439791,0.39418143,0.41759208,0.5411491,0.6011721,0.33302507,0.59287494,9
TRAIN_05786,0.026,0.2512663,0.491957,0.51317483,0.3797594,0.6150652,0.65817815,0.5003635,0.582542,0.58379966,18.539,0.50688225,0.5534371,0.36922994,0.5263607,0.44300047,0.5838276,0.35995695,48.215,0.604184,0.5827239,0.7108951,0.5947126,0.5417957,0.37839603,0.55325866,0.5091463,0.25437,0.5525916,0.5498633,0.53568023,0.58366543,0.6384183,0.5013083,0.43135378,0.6096591,22.171,0.37505257,0.5073633,41.231,0.7793418,0.259,0.26113755,0.43447793,0.6150506,0.74335533,0.3786195,0.43256116,0.52622426,0.59419286,0.31921157,0.5664863,0
TRAIN_05787,0.021,0.24500272,0.50578105,0.5102168,0.37385574,0.45418084,0.6478412,0.53742456,0.5961253,0.6312006,18.415,0.5325348,0.5386858,0.38199845,0.45242193,0.46753982,0.63116854,0.39036494,52.866,0.611879,0.57399565,0.71484447,0.55880624,0.5044047,0.3735037,0.5717192,0.49346253,0.24277939,0.59101164,0.5643807,0.47967008,0.5035599,0.646605,0.5173396,0.42963395,0.61449105,22.385,0.37284595,0.51676655,41.392,0.78669035,0.247,0.25665396,0.44181257,0.4541634,0.7401572,0.36802244,0.35410362,0.53586084,0.56937176,0.31184408,0.5748499,9
TRAIN_05788,0.02,0.25243598,0.56189764,0.49347794,0.39565817,0.70139444,0.6476772,0.4738313,0.55541563,0.5149363,17.819,0.5131034,0.5717123,0.37241572,0.6565359,0.44466245,0.5149536,0.36522928,44.94,0.5850038,0.5566969,0.6987401,0.5914527,0.5160467,0.394552,0.56014585,0.54341793,0.22367273,0.5209499,0.55812836,0.4733811,0.4997414,0.62676644,0.5524494,0.41803226,0.61224747,22.661,0.38955525,0.49501258,41.769,0.7784958,0.228,0.26122296,0.43053663,0.70136935,0.74483925,0.39566836,0.48711362,0.5385601,0.602025,0.33138612,0.5378886,14
TRAIN_05789,0.01,0.24150982,0.53690016,0.56163746,0.3619192,0.60045373,0.6616226,0.57753295,0.56052524,0.45257607,18.292,0.5638249,0.53794897,0.32991418,0.52389926,0.4562395,0.45259818,0.36944613,57.095,0.5898791,0.5939881,0.7158231,0.5851153,0.5154281,0.35909083,0.52386063,0.45598036,0.30077535,0.58541375,0.5207649,0.5202145,0.488755,0.6363596,0.4823623,0.4712596,0.60395616,20.939,0.38251954,0.5473163,40.774,0.76277536,0.306,0.25922734,0.4468604,0.6004283,0.76078796,0.3723039,0.44308275,0.4817529,0.6213008,0.31223938,0.62599075,10
TRAIN_05790,0.021,0.24288833,0.5703004,0.5327058,0.37631437,0.6570745,0.65111184,0.5147475,0.5797462,0.47099563,20.631,0.53879344,0.5349668,0.38427246,0.49762222,0.46831375,0.47100067,0.39011908,49.962,0.60556746,0.5773954,0.71187514,0.5457786,0.47469395,0.37488976,0.5572754,0.44835314,0.25940976,0.5647946,0.5537311,0.49666223,0.48038784,0.6470796,0.49011296,0.4383058,0.61243534,22.134,0.37098065,0.52245796,41.173,0.7829062,0.263,0.25471824,0.45402864,0.65708584,0.749687,0.36178508,0.47724378,0.5276626,0.57466406,0.31668413,0.5736447,5
TRAIN_05791,0.02,0.24112621,0.512876,0.51250684,0.38065878,0.628536,0.6506702,0.51287186,0.5824849,0.60434836,18.308,0.519274,0.570565,0.3808784,0.56386375,0.45537648,0.60431975,0.37644875,49.015,0.60142666,0.5661675,0.7099038,0.60718757,0.48336247,0.3794363,0.5602217,0.44593254,0.23256655,0.57083243,0.5605471,0.46734262,0.59284383,0.6354419,0.49074227,0.42761657,0.60919875,22.293,0.37250215,0.52258897,40.995,0.7829753,0.236,0.26078257,0.44244012,0.62853247,0.7499805,0.3795744,0.5011653,0.52932775,0.57752126,0.31968802,0.60617775,16
TRAIN_05792,0.013,0.24113166,0.5278547,0.5323875,0.3647394,0.6440562,0.66175395,0.4902321,0.59569716,0.5566206,18.13,0.5288455,0.539945,0.37204322,0.5929087,0.46362668,0.55662376,0.38395318,47.287,0.6119379,0.5638305,0.72162145,0.5829483,0.45387197,0.36413333,0.55648255,0.46782714,0.2538079,0.5517911,0.5593635,0.5092866,0.5899154,0.64538485,0.49792984,0.42267722,0.7691372,22.129,0.35997263,0.5279358,41.024,0.78723836,0.257,0.2566264,0.42065966,0.6440554,0.7490307,0.36126214,0.5040572,0.52833825,0.5818595,0.30479315,0.5945446,7
TRAIN_05793,0.025,0.2495209,0.5001941,0.5021895,0.42001137,0.5462185,0.6382075,0.37504628,0.5467319,0.5212057,18.548,0.5013303,0.59777695,0.35704103,0.5768434,0.42998287,0.5212024,0.34590635,33.474,0.55656713,0.5229671,0.6812627,0.58338785,0.45387736,0.41612014,0.52185345,0.5177262,0.25358984,0.38192162,0.5232609,0.49256772,0.55470145,0.6118807,0.49571064,0.49616846,0.60862046,22.273,0.42863497,0.49897954,40.871,0.7594706,0.258,0.26863706,0.41647708,0.54622275,0.7511587,0.4310098,0.426717,0.5116955,0.6166541,0.35889143,0.58059007,10
TRAIN_05794,0.017,0.25398526,0.5018678,0.5038906,0.36520866,0.72124594,0.016856484,0.29913777,0.6760979,0.3835697,17.172,0.4853343,0.6958206,0.42871147,0.56160665,0.9012032,0.38354576,0.89952785,26.682,0.67933506,0.569552,0.77832276,0.5287069,0.44048214,0.36396068,0.5611428,0.5373458,0.25230065,0.4046763,0.55675375,0.44523057,0.18695082,0.017243953,0.47858635,0.4127259,0.62957364,21.91,0.41210097,0.5084721,41.567,0.9104832,0.257,0.28992248,0.50713617,0.72121215,0.73615605,0.41137356,0.5449962,0.5377062,0.6009111,0.3093792,0.5786284,2
TRAIN_05795,0.013,0.24446988,0.5048334,0.5291572,0.37070227,0.5446434,0.6439919,0.5034239,0.5932165,0.44305912,21.253,0.5205739,0.5366541,0.37181205,0.57579124,0.45366833,0.44304794,0.3719004,48.706,0.60123515,0.5311718,0.71851045,0.6147226,0.47510532,0.3694976,0.5504734,0.46977034,0.27783582,0.5546997,0.552298,0.5062641,0.56944543,0.6413874,0.4957769,0.4528183,0.6146887,21.949,0.36571443,0.5252174,41.17,0.7863373,0.282,0.25617078,0.45868546,0.5445982,0.7444322,0.37324384,0.45259932,0.52317095,0.5778338,0.31261942,0.6213704,5
TRAIN_05796,0.018,0.26087984,0.5019185,0.53076494,0.33759224,0.6199614,0.025606377,0.2919839,0.661528,0.51769954,17.174,0.5118944,0.6750019,0.42019853,0.5890428,0.91863614,0.5176975,0.9093712,26.299,0.6956109,0.5729035,0.7984339,0.62038255,0.48969302,0.33614394,0.5530662,0.6237036,0.28178576,0.40707916,0.54578197,0.55209637,0.12973897,0.02107638,0.49256402,0.4293997,0.6277599,20.865,0.3959438,0.5232097,41.515,0.9110385,0.287,0.28536317,0.5481334,0.61992544,0.73451984,0.3969973,0.47119153,0.5137927,0.6004925,0.29029357,0.5324685,2
TRAIN_05797,0.017,0.24280728,0.5294865,0.55177826,0.3570231,0.60880804,0.6590347,0.539016,0.59232235,0.5775474,18.218,0.5262289,0.54532176,0.3475843,0.5681584,0.45512766,0.5775677,0.3709226,53.909,0.6141299,0.577075,0.7253124,0.5758687,0.40563172,0.35557923,0.54157275,0.44507256,0.2819927,0.6100714,0.5416178,0.502536,0.5697391,0.638912,0.49855918,0.4690185,0.6108358,21.308,0.37372252,0.5430342,40.946,0.7775954,0.287,0.2529892,0.4402924,0.60879546,0.75396633,0.36818808,0.4232719,0.49990356,0.6034728,0.30428565,0.5864714,10
TRAIN_05798,0.017,0.24926671,0.52577096,0.53205544,0.3713003,0.61474854,0.65604824,0.46203196,0.5942401,0.48675045,18.278,0.53508157,0.54394674,0.35677618,0.61387026,0.4516485,0.48678276,0.36918226,43.964,0.602596,0.5538837,0.7132445,0.5816939,0.41937822,0.3703051,0.5370251,0.4712719,0.27951112,0.5145023,0.549509,0.511213,0.4688724,0.6391798,0.49975157,0.45777246,0.6058707,21.901,0.3796469,0.5308035,41.055,0.77457166,0.284,0.25721115,0.4285553,0.61469483,0.7518187,0.3712391,0.41775092,0.51434696,0.59861434,0.3132004,0.59477925,15
TRAIN_05799,0.022,0.2508189,0.5855202,0.5022464,0.38559863,0.6327078,0.65155023,0.47982997,0.56931454,0.47802767,17.587,0.52905715,0.5437979,0.38884586,0.6009429,0.45566598,0.47805452,0.37889367,42.884,0.6009683,0.56214905,0.7071938,0.57007605,0.39231506,0.3847962,0.56991774,0.5114796,0.2497692,0.5287252,0.56685007,0.44633055,0.5990629,0.64512056,0.481468,0.44359645,0.6193864,22.818,0.3683049,0.49403057,41.313,0.790984,0.254,0.25580934,0.4699804,0.63269913,0.7382791,0.37282518,0.38670093,0.549794,0.5790972,0.31967512,0.5666981,16
TRAIN_05800,0.025,0.25852814,0.3862644,0.578064,0.9995781,0.49489716,0.5026637,0.99235195,0.052786704,0.5974437,34.541,0.41143432,0.34377974,0.44101244,0.64425206,0.0314076,0.5976392,0.14913078,100.136,0.11097342,0.43206212,0.2809068,0.78244764,0.25588685,0.9491185,0.020309908,0.40405706,1.0,0.63680434,0.019392021,0.5619401,0.62155926,0.4367391,0.49660495,0.6883022,0.78109115,99.84,0.9784924,0.53489524,45.642,0.45851067,0.0,0.12168848,0.45235872,0.49492756,0.8337567,0.9737199,0.5352003,0.21461391,0.52610624,0.9955023,0.5547946,6
TRAIN_05801,0.021,0.24459773,0.5601751,0.5310733,0.35521868,0.6598346,0.66147316,0.555028,0.5888761,0.44483912,17.786,0.54482585,0.5350708,0.3832896,0.50292397,0.45808837,0.44485745,0.38072702,55.392,0.61752534,0.57965195,0.7272367,0.6184516,0.46325842,0.35562667,0.5845683,0.47988206,0.22640352,0.6200373,0.5837001,0.5090857,0.5356517,0.6610728,0.5080984,0.4099075,0.62063724,22.354,0.3463587,0.5215994,41.289,0.7944973,0.231,0.25529212,0.45418078,0.6598385,0.7438336,0.350479,0.546957,0.54237956,0.5737436,0.29414728,0.5943316,0
TRAIN_05802,0.014,0.2437512,0.54572785,0.50946325,0.3728142,0.5963462,0.65815043,0.52763987,0.5996111,0.34753132,17.908,0.5206978,0.55447876,0.38266367,0.6439979,0.45779154,0.34754765,0.37915325,51.769,0.60433835,0.57105976,0.7175643,0.5860755,0.55990916,0.37270454,0.5771376,0.49892262,0.22343595,0.5850133,0.5783508,0.53383595,0.5058391,0.6367183,0.49484947,0.4118107,0.61707103,22.683,0.35455877,0.5074854,41.341,0.7931685,0.227,0.2597053,0.4953004,0.5963449,0.7433013,0.357377,0.6308479,0.54698503,0.58986175,0.30810976,0.58080465,19
TRAIN_05803,0.017,0.24630176,0.5148447,0.4921402,0.39471808,0.61058456,0.71547586,0.6031429,0.5840664,0.4207107,18.182,0.4997372,0.5484841,0.27347228,0.5362225,0.4153642,0.42071378,0.33061868,62.618,0.608285,0.57253164,0.710198,0.6007603,0.4765127,0.3941568,0.5733585,0.44916987,0.72871435,0.69039166,0.5718864,0.44088537,0.52328503,0.68630475,0.4789838,0.42943317,0.58270717,22.956,0.37174994,0.50361025,41.336,0.79014134,0.741,0.25731206,0.4634813,0.61056525,0.7396464,0.36929852,0.43816975,0.54973423,0.5788631,0.32787853,0.58290786,1
TRAIN_05804,0.011,0.24473678,0.51246965,0.54570353,0.3554309,0.680786,0.64921826,0.51111156,0.6056221,0.50549555,21.315,0.54796386,0.530097,0.36293718,0.46766192,0.45549482,0.50550145,0.37165597,49.963,0.6056752,0.55402845,0.720632,0.63079506,0.5241513,0.3539398,0.5488685,0.4621081,0.28189498,0.55861807,0.54685277,0.48792815,0.48283654,0.6475444,0.49879104,0.47954363,0.61259884,21.3,0.36101598,0.5467867,40.956,0.77627164,0.286,0.25558382,0.41787484,0.68081164,0.7520416,0.35854837,0.44263637,0.5020545,0.5834735,0.3027756,0.56803364,5
TRAIN_05805,0.022,0.2505992,0.5801204,0.5101931,0.3831936,0.6399233,0.64870954,0.50621367,0.6109065,0.351321,20.382,0.52460355,0.5489104,0.38507032,0.57250774,0.45514986,0.35132813,0.3754715,48.949,0.6050093,0.5600327,0.7106804,0.5779752,0.5078859,0.3826193,0.5709407,0.4887972,0.21848647,0.5598625,0.56745106,0.4987399,0.6472335,0.63415116,0.50349444,0.42137828,0.61478055,22.552,0.3793097,0.49887457,41.197,0.78776985,0.222,0.25999358,0.45863435,0.6398797,0.74282175,0.38660258,0.5200341,0.53920895,0.5856104,0.31989712,0.55954814,5
TRAIN_05806,0.024,0.24697018,0.48981887,0.5281398,0.3630993,0.5863297,0.6531163,0.45931628,0.5858899,0.5526392,18.503,0.5345674,0.54258406,0.365834,0.47260812,0.45735863,0.5526225,0.37545943,43.608,0.614748,0.5669287,0.7232393,0.58076406,0.43774053,0.36234668,0.5524138,0.5401744,0.24574439,0.52029717,0.55200106,0.51492655,0.5308,0.63321316,0.5196913,0.43433428,0.6117785,21.898,0.36996654,0.51917505,41.036,0.78695786,0.25,0.2592414,0.4359767,0.58632946,0.7499971,0.3638118,0.48908815,0.5189825,0.60204643,0.3048094,0.56622565,9
TRAIN_05807,0.015,0.23944893,0.55576146,0.48387316,0.38288507,0.55165607,0.6695072,0.4616084,0.55012715,0.5647264,19.438,0.48078743,0.5394134,0.38563243,0.6109069,0.43497893,0.564695,0.35449496,43.699,0.6019586,0.52666515,0.7118003,0.556278,0.45193616,0.38377059,0.5800192,0.4595941,0.19838852,0.521203,0.59429795,0.49131674,0.5210824,0.64239216,0.5402603,0.3639324,0.61742604,23.497,0.3699139,0.49088302,40.952,0.80695266,0.201,0.25928304,0.42869556,0.5516493,0.75022423,0.377209,0.52384615,0.5652802,0.55797726,0.3093959,0.5870798,12
TRAIN_05808,0.01,0.26244086,0.5936395,0.3474681,0.5614674,0.47934633,0.63846385,0.8028696,0.5025354,0.44570288,17.481,0.39589107,0.59530616,0.54948646,0.5090156,0.4093122,0.44570893,0.36382732,87.206,0.52070343,0.43955383,0.5831999,0.5135942,0.44333774,0.56329864,0.72684646,0.5977838,0.08534118,0.77149665,0.7308332,0.37474293,0.2865092,0.6317649,0.52042,0.26060456,0.66925883,29.689,0.35689574,0.3484612,43.594,0.79680705,0.087,0.26832056,0.61359364,0.4793584,0.66329914,0.38130668,0.5687178,0.73826796,0.44375712,0.4390494,0.40677935,12
TRAIN_05809,0.02,0.2511023,0.5257119,0.52959126,0.37882036,0.616923,0.6636114,0.48996937,0.56438464,0.5050755,18.246,0.5173603,0.5293007,0.36756733,0.6004764,0.436449,0.5050751,0.35193667,46.996,0.5905718,0.59324026,0.7117674,0.6082082,0.4050794,0.3772672,0.53880286,0.5252346,0.2616347,0.5403755,0.54229677,0.5313563,0.5862195,0.6410427,0.5050512,0.4391798,0.6080165,21.919,0.37673652,0.5248035,41.166,0.7746646,0.266,0.2584405,0.4293778,0.6169397,0.7426198,0.3848036,0.485821,0.5157027,0.59786355,0.3211957,0.5480197,3
TRAIN_05810,0.02,0.24445836,0.501656,0.51159817,0.3873768,0.54370654,0.6465767,0.4959798,0.5880441,0.48479718,18.374,0.49991274,0.5476895,0.377292,0.58383757,0.4462562,0.4848149,0.3660712,47.827,0.59280103,0.5553657,0.7071152,0.61219555,0.4425782,0.38650066,0.5637307,0.47816414,0.23368332,0.548332,0.5643873,0.49786165,0.5414657,0.6347659,0.507436,0.42031175,0.61762315,22.745,0.37512454,0.5059659,41.323,0.7868065,0.237,0.25989932,0.4616747,0.54372907,0.75317675,0.38315973,0.51260155,0.543512,0.59039676,0.32201973,0.59538525,14
TRAIN_05811,0.01,0.23902215,0.54899514,0.49216476,0.20879236,0.6981727,0.659155,0.4424457,0.7940963,0.52799886,17.28,0.531468,0.59948367,0.40802893,0.4595014,0.52954423,0.5280154,0.4504189,43.412,0.739907,0.57299083,0.8214593,0.6035265,0.5762548,0.21632978,0.5941683,0.40076616,0.2364608,0.5961604,0.5800671,0.54125845,0.4097773,0.6759867,0.5042231,0.35594788,0.62251323,20.551,0.3273684,0.49266997,41.984,0.8622219,0.241,0.27086332,0.48962143,0.69814384,0.71401805,0.33764043,0.43889275,0.5227349,0.5428789,0.16227524,0.5906895,13
TRAIN_05812,0.014,0.24616264,0.49756956,0.5172758,0.37404943,0.48915753,0.6643214,0.5296512,0.5808502,0.42460674,18.46,0.54144675,0.54966086,0.37569922,0.5869747,0.46027344,0.4246526,0.3848459,51.794,0.5943152,0.5634701,0.7102601,0.5847902,0.4592789,0.37402555,0.5769885,0.48815563,0.22702667,0.58235073,0.5738003,0.48605517,0.5192032,0.6454911,0.48020932,0.42084152,0.6149457,22.595,0.35901973,0.5099851,44.788,0.7820052,0.231,0.25652745,0.44530457,0.48912728,0.7465853,0.3665938,0.43241054,0.5446721,0.58908725,0.30976066,0.55349594,4
