ID,target
TEST_03310,11.0
TEST_03311,10.0
TEST_03312,10.0
TEST_03313,10.0
TEST_03314,11.0
TEST_03315,11.0
TEST_03316,10.0
TEST_03317,4.0
TEST_03318,11.0
TEST_03319,10.0
TEST_03320,11.0
TEST_03321,10.0
TEST_03322,3.0
TEST_03323,15.0
TEST_03324,1.0
TEST_03325,15.0
TEST_03326,15.0
TEST_03327,11.0
TEST_03328,11.0
TEST_03329,9.0
TEST_03330,11.0
TEST_03331,10.0
TEST_03332,9.0
TEST_03333,10.0
TEST_03334,11.0
TEST_03335,2.0
TEST_03336,12.0
TEST_03337,17.0
TEST_03338,11.0
TEST_03339,11.0
TEST_03340,11.0
TEST_03341,16.0
TEST_03342,5.0
TEST_03343,11.0
TEST_03344,12.0
TEST_03345,10.0
TEST_03346,11.0
TEST_03347,9.0
TEST_03348,10.0
TEST_03349,12.0
TEST_03350,10.0
TEST_03351,11.0
TEST_03352,10.0
TEST_03353,10.0
TEST_03354,10.0
TEST_03355,11.0
TEST_03356,11.0
TEST_03357,12.0
TEST_03358,9.0
TEST_03359,10.0
TEST_03360,10.0
TEST_03361,10.0
TEST_03362,10.0
TEST_03363,11.0
TEST_03364,10.0
TEST_03365,11.0
TEST_03366,11.0
TEST_03367,11.0
TEST_03368,11.0
TEST_03369,8.0
TEST_03370,11.0
TEST_03371,2.0
TEST_03372,12.0
TEST_03373,11.0
TEST_03374,8.0
TEST_03375,19.0
TEST_03376,11.0
TEST_03377,11.0
TEST_03378,10.0
TEST_03379,11.0
TEST_03380,10.0
TEST_03381,14.0
TEST_03382,8.0
TEST_03383,10.0
TEST_03384,10.0
TEST_03385,7.0
TEST_03386,10.0
TEST_03387,10.0
TEST_03388,3.0
TEST_03389,15.0
TEST_03390,11.0
TEST_03391,12.0
TEST_03392,12.0
TEST_03393,10.0
TEST_03394,11.0
TEST_03395,11.0
TEST_03396,11.0
TEST_03397,9.0
TEST_03398,10.0
TEST_03399,15.0
TEST_03400,10.0
TEST_03401,10.0
TEST_03402,10.0
TEST_03403,10.0
TEST_03404,12.0
TEST_03405,11.0
TEST_03406,11.0
TEST_03407,13.0
TEST_03408,4.0
TEST_03409,10.0
TEST_03410,10.0
TEST_03411,9.0
TEST_03412,2.0
TEST_03413,11.0
TEST_03414,11.0
TEST_03415,11.0
TEST_03416,9.0
TEST_03417,5.0
TEST_03418,10.0
TEST_03419,7.0
TEST_03420,10.0
TEST_03421,10.0
TEST_03422,11.0
TEST_03423,10.0
TEST_03424,20.0
TEST_03425,2.0
TEST_03426,9.0
TEST_03427,10.0
TEST_03428,10.0
TEST_03429,6.0
TEST_03430,10.0
TEST_03431,12.0
TEST_03432,10.0
TEST_03433,10.0
TEST_03434,9.0
TEST_03435,18.0
TEST_03436,10.0
TEST_03437,2.0
TEST_03438,10.0
TEST_03439,1.0
TEST_03440,10.0
TEST_03441,11.0
TEST_03442,17.0
TEST_03443,10.0
TEST_03444,10.0
TEST_03445,10.0
TEST_03446,11.0
TEST_03447,11.0
TEST_03448,11.0
TEST_03449,12.0
TEST_03450,10.0
TEST_03451,2.0
TEST_03452,2.0
TEST_03453,10.0
TEST_03454,11.0
TEST_03455,8.0
TEST_03456,5.0
TEST_03457,9.0
TEST_03458,10.0
TEST_03459,11.0
TEST_03460,10.0
TEST_03461,18.0
TEST_03462,11.0
TEST_03463,10.0
TEST_03464,11.0
TEST_03465,12.0
TEST_03466,10.0
TEST_03467,10.0
TEST_03468,10.0
TEST_03469,11.0
TEST_03470,10.0
TEST_03471,15.0
TEST_03472,11.0
TEST_03473,21.0
TEST_03474,9.0
TEST_03475,11.0
TEST_03476,14.0
TEST_03477,13.0
TEST_03478,19.0
TEST_03479,11.0
TEST_03480,11.0
TEST_03481,11.0
TEST_03482,10.0
TEST_03483,11.0
TEST_03484,1.0
TEST_03485,8.0
TEST_03486,4.0
TEST_03487,11.0
TEST_03488,10.0
TEST_03489,11.0
TEST_03490,11.0
TEST_03491,7.0
TEST_03492,10.0
TEST_03493,10.0
TEST_03494,10.0
TEST_03495,12.0
TEST_03496,10.0
TEST_03497,2.0
TEST_03498,11.0
TEST_03499,9.0
TEST_03500,8.0
TEST_03501,10.0
TEST_03502,11.0
TEST_03503,10.0
TEST_03504,11.0
TEST_03505,10.0
TEST_03506,11.0
TEST_03507,11.0
TEST_03508,10.0
TEST_03509,5.0
TEST_03510,10.0
TEST_03511,10.0
TEST_03512,11.0
TEST_03513,7.0
TEST_03514,11.0
TEST_03515,12.0
TEST_03516,14.0
TEST_03517,5.0
TEST_03518,10.0
TEST_03519,3.0
TEST_03520,11.0
TEST_03521,10.0
TEST_03522,10.0
TEST_03523,10.0
TEST_03524,10.0
TEST_03525,10.0
TEST_03526,11.0
TEST_03527,10.0
TEST_03528,11.0
TEST_03529,11.0
TEST_03530,3.0
TEST_03531,11.0
TEST_03532,9.0
TEST_03533,11.0
TEST_03534,10.0
TEST_03535,9.0
TEST_03536,10.0
TEST_03537,10.0
TEST_03538,9.0
TEST_03539,1.0
TEST_03540,10.0
TEST_03541,10.0
TEST_03542,7.0
TEST_03543,10.0
TEST_03544,6.0
TEST_03545,12.0
TEST_03546,2.0
TEST_03547,10.0
TEST_03548,5.0
TEST_03549,10.0
TEST_03550,9.0
TEST_03551,11.0
TEST_03552,11.0
TEST_03553,10.0
TEST_03554,8.0
TEST_03555,2.0
TEST_03556,10.0
TEST_03557,11.0
TEST_03558,10.0
TEST_03559,7.0
TEST_03560,12.0
TEST_03561,9.0
TEST_03562,11.0
TEST_03563,10.0
TEST_03564,13.0
TEST_03565,18.0
TEST_03566,10.0
TEST_03567,10.0
TEST_03568,11.0
TEST_03569,11.0
TEST_03570,11.0
TEST_03571,14.0
TEST_03572,16.0
TEST_03573,10.0
TEST_03574,10.0
TEST_03575,11.0
TEST_03576,10.0
TEST_03577,10.0
TEST_03578,11.0
TEST_03579,10.0
TEST_03580,14.0
TEST_03581,10.0
TEST_03582,10.0
TEST_03583,11.0
TEST_03584,18.0
TEST_03585,18.0
TEST_03586,6.0
TEST_03587,11.0
TEST_03588,11.0
TEST_03589,11.0
TEST_03590,11.0
TEST_03591,11.0
TEST_03592,10.0
TEST_03593,8.0
TEST_03594,9.0
TEST_03595,15.0
TEST_03596,11.0
TEST_03597,11.0
TEST_03598,10.0
TEST_03599,11.0
TEST_03600,16.0
TEST_03601,10.0
TEST_03602,10.0
TEST_03603,10.0
TEST_03604,14.0
TEST_03605,11.0
TEST_03606,10.0
TEST_03607,15.0
TEST_03608,15.0
TEST_03609,11.0
TEST_03610,10.0
TEST_03611,2.0
TEST_03612,10.0
TEST_03613,11.0
TEST_03614,2.0
TEST_03615,10.0
TEST_03616,10.0
TEST_03617,10.0
TEST_03618,11.0
TEST_03619,11.0
TEST_03620,10.0
TEST_03621,10.0
TEST_03622,12.0
TEST_03623,10.0
TEST_03624,11.0
TEST_03625,18.0
TEST_03626,3.0
TEST_03627,10.0
TEST_03628,15.0
TEST_03629,13.0
TEST_03630,11.0
TEST_03631,10.0
TEST_03632,11.0
TEST_03633,10.0
TEST_03634,8.0
TEST_03635,8.0
TEST_03636,11.0
TEST_03637,8.0
TEST_03638,9.0
TEST_03639,11.0
TEST_03640,2.0
TEST_03641,11.0
TEST_03642,11.0
TEST_03643,12.0
TEST_03644,9.0
TEST_03645,10.0
TEST_03646,11.0
TEST_03647,11.0
TEST_03648,13.0
TEST_03649,10.0
TEST_03650,16.0
TEST_03651,11.0
TEST_03652,10.0
TEST_03653,3.0
TEST_03654,10.0
TEST_03655,3.0
TEST_03656,13.0
TEST_03657,7.0
TEST_03658,10.0
TEST_03659,10.0
TEST_03660,10.0
TEST_03661,11.0
TEST_03662,10.0
TEST_03663,8.0
TEST_03664,10.0
TEST_03665,10.0
TEST_03666,11.0
TEST_03667,10.0
TEST_03668,17.0
TEST_03669,10.0
TEST_03670,11.0
TEST_03671,2.0
TEST_03672,10.0
TEST_03673,11.0
TEST_03674,11.0
TEST_03675,11.0
TEST_03676,8.0
TEST_03677,3.0
TEST_03678,11.0
TEST_03679,10.0
TEST_03680,11.0
TEST_03681,11.0
TEST_03682,12.0
TEST_03683,13.0
TEST_03684,11.0
TEST_03685,16.0
TEST_03686,10.0
TEST_03687,11.0
TEST_03688,11.0
TEST_03689,10.0
TEST_03690,10.0
TEST_03691,10.0
TEST_03692,15.0
TEST_03693,10.0
TEST_03694,11.0
TEST_03695,10.0
TEST_03696,10.0
TEST_03697,11.0
TEST_03698,2.0
TEST_03699,10.0
TEST_03700,10.0
TEST_03701,10.0
TEST_03702,11.0
TEST_03703,10.0
TEST_03704,11.0
TEST_03705,10.0
TEST_03706,2.0
TEST_03707,10.0
TEST_03708,11.0
TEST_03709,10.0
TEST_03710,10.0
TEST_03711,3.0
TEST_03712,11.0
TEST_03713,12.0
TEST_03714,10.0
TEST_03715,11.0
TEST_03716,10.0
TEST_03717,11.0
TEST_03718,11.0
TEST_03719,9.0
TEST_03720,11.0
TEST_03721,11.0
TEST_03722,12.0
TEST_03723,11.0
TEST_03724,10.0
TEST_03725,10.0
TEST_03726,11.0
TEST_03727,11.0
TEST_03728,10.0
TEST_03729,10.0
TEST_03730,16.0
TEST_03731,14.0
TEST_03732,10.0
TEST_03733,11.0
TEST_03734,10.0
TEST_03735,11.0
TEST_03736,3.0
TEST_03737,10.0
TEST_03738,11.0
TEST_03739,11.0
TEST_03740,11.0
TEST_03741,11.0
TEST_03742,11.0
TEST_03743,11.0
TEST_03744,10.0
TEST_03745,9.0
TEST_03746,4.0
TEST_03747,11.0
TEST_03748,10.0
TEST_03749,11.0
TEST_03750,10.0
TEST_03751,12.0
TEST_03752,9.0
TEST_03753,10.0
TEST_03754,10.0
TEST_03755,10.0
TEST_03756,2.0
TEST_03757,10.0
TEST_03758,11.0
TEST_03759,10.0
TEST_03760,12.0
TEST_03761,8.0
TEST_03762,14.0
TEST_03763,10.0
TEST_03764,10.0
TEST_03765,10.0
TEST_03766,11.0
TEST_03767,11.0
TEST_03768,11.0
TEST_03769,11.0
TEST_03770,10.0
TEST_03771,11.0
TEST_03772,7.0
TEST_03773,11.0
TEST_03774,10.0
TEST_03775,10.0
TEST_03776,10.0
TEST_03777,2.0
TEST_03778,10.0
TEST_03779,10.0
TEST_03780,10.0
TEST_03781,10.0
TEST_03782,10.0
TEST_03783,10.0
TEST_03784,10.0
TEST_03785,10.0
TEST_03786,11.0
TEST_03787,11.0
TEST_03788,13.0
TEST_03789,10.0
TEST_03790,15.0
TEST_03791,10.0
TEST_03792,10.0
TEST_03793,13.0
TEST_03794,10.0
TEST_03795,10.0
TEST_03796,11.0
TEST_03797,12.0
TEST_03798,10.0
TEST_03799,10.0
TEST_03800,10.0
TEST_03801,11.0
TEST_03802,10.0
TEST_03803,10.0
TEST_03804,8.0
TEST_03805,9.0
TEST_03806,10.0
TEST_03807,8.0
TEST_03808,5.0
TEST_03809,10.0
TEST_03810,4.0
TEST_03811,11.0
TEST_03812,10.0
TEST_03813,10.0
TEST_03814,13.0
TEST_03815,12.0
TEST_03816,10.0
TEST_03817,10.0
TEST_03818,10.0
TEST_03819,10.0
TEST_03820,11.0
TEST_03821,11.0
TEST_03822,15.0
TEST_03823,11.0
TEST_03824,11.0
TEST_03825,10.0
TEST_03826,16.0
TEST_03827,2.0
TEST_03828,2.0
TEST_03829,11.0
TEST_03830,4.0
TEST_03831,10.0
TEST_03832,18.0
TEST_03833,10.0
TEST_03834,11.0
TEST_03835,11.0
TEST_03836,11.0
TEST_03837,10.0
TEST_03838,11.0
TEST_03839,10.0
TEST_03840,18.0
TEST_03841,10.0
TEST_03842,5.0
TEST_03843,11.0
TEST_03844,11.0
TEST_03845,7.0
TEST_03846,10.0
TEST_03847,17.0
TEST_03848,9.0
TEST_03849,11.0
TEST_03850,11.0
TEST_03851,10.0
TEST_03852,18.0
TEST_03853,12.0
TEST_03854,10.0
TEST_03855,14.0
TEST_03856,11.0
TEST_03857,8.0
TEST_03858,10.0
TEST_03859,11.0
TEST_03860,11.0
TEST_03861,10.0
TEST_03862,13.0
TEST_03863,2.0
TEST_03864,11.0
TEST_03865,11.0
TEST_03866,11.0
TEST_03867,10.0
TEST_03868,11.0
TEST_03869,7.0
TEST_03870,11.0
TEST_03871,2.0
TEST_03872,15.0
TEST_03873,11.0
TEST_03874,9.0
TEST_03875,8.0
TEST_03876,10.0
TEST_03877,11.0
TEST_03878,10.0
TEST_03879,3.0
TEST_03880,12.0
TEST_03881,10.0
TEST_03882,11.0
TEST_03883,10.0
TEST_03884,11.0
TEST_03885,10.0
TEST_03886,13.0
TEST_03887,10.0
TEST_03888,20.0
TEST_03889,10.0
TEST_03890,8.0
TEST_03891,9.0
TEST_03892,10.0
TEST_03893,1.0
TEST_03894,10.0
TEST_03895,10.0
TEST_03896,10.0
TEST_03897,19.0
TEST_03898,19.0
TEST_03899,10.0
TEST_03900,4.0
TEST_03901,7.0
TEST_03902,12.0
TEST_03903,10.0
TEST_03904,11.0
TEST_03905,3.0
TEST_03906,11.0
TEST_03907,11.0
TEST_03908,9.0
TEST_03909,10.0
TEST_03910,10.0
TEST_03911,10.0
TEST_03912,10.0
TEST_03913,2.0
TEST_03914,10.0
TEST_03915,10.0
TEST_03916,6.0
TEST_03917,11.0
TEST_03918,3.0
TEST_03919,3.0
TEST_03920,9.0
TEST_03921,10.0
TEST_03922,11.0
TEST_03923,11.0
TEST_03924,2.0
TEST_03925,14.0
TEST_03926,2.0
TEST_03927,10.0
TEST_03928,11.0
TEST_03929,11.0
TEST_03930,2.0
TEST_03931,12.0
TEST_03932,10.0
TEST_03933,10.0
TEST_03934,2.0
TEST_03935,10.0
TEST_03936,9.0
TEST_03937,11.0
TEST_03938,15.0
TEST_03939,7.0
TEST_03940,10.0
TEST_03941,10.0
TEST_03942,10.0
TEST_03943,13.0
TEST_03944,11.0
TEST_03945,10.0
TEST_03946,16.0
TEST_03947,12.0
TEST_03948,11.0
TEST_03949,10.0
TEST_03950,11.0
TEST_03951,3.0
TEST_03952,11.0
TEST_03953,10.0
TEST_03954,10.0
TEST_03955,11.0
TEST_03956,5.0
TEST_03957,10.0
TEST_03958,10.0
TEST_03959,10.0
TEST_03960,12.0
TEST_03961,11.0
TEST_03962,9.0
TEST_03963,9.0
TEST_03964,10.0
TEST_03965,10.0
TEST_03966,9.0
TEST_03967,16.0
TEST_03968,14.0
TEST_03969,10.0
TEST_03970,2.0
TEST_03971,11.0
TEST_03972,6.0
TEST_03973,11.0
TEST_03974,10.0
TEST_03975,11.0
TEST_03976,11.0
TEST_03977,1.0
TEST_03978,17.0
TEST_03979,10.0
TEST_03980,12.0
TEST_03981,13.0
TEST_03982,19.0
TEST_03983,11.0
TEST_03984,10.0
TEST_03985,4.0
TEST_03986,10.0
TEST_03987,10.0
TEST_03988,11.0
TEST_03989,11.0
TEST_03990,10.0
TEST_03991,11.0
TEST_03992,10.0
TEST_03993,12.0
TEST_03994,11.0
TEST_03995,10.0
TEST_03996,10.0
TEST_03997,11.0
TEST_03998,10.0
TEST_03999,17.0
TEST_04000,16.0
TEST_04001,11.0
TEST_04002,13.0
TEST_04003,11.0
TEST_04004,9.0
TEST_04005,6.0
TEST_04006,8.0
TEST_04007,10.0
TEST_04008,11.0
TEST_04009,9.0
TEST_04010,10.0
TEST_04011,11.0
TEST_04012,10.0
TEST_04013,10.0
TEST_04014,11.0
TEST_04015,10.0
TEST_04016,15.0
TEST_04017,7.0
TEST_04018,14.0
TEST_04019,7.0
TEST_04020,11.0
TEST_04021,6.0
TEST_04022,16.0
TEST_04023,1.0
TEST_04024,10.0
TEST_04025,11.0
TEST_04026,11.0
TEST_04027,10.0
TEST_04028,10.0
TEST_04029,10.0
TEST_04030,10.0
TEST_04031,10.0
TEST_04032,8.0
TEST_04033,8.0
TEST_04034,6.0
TEST_04035,13.0
TEST_04036,11.0
TEST_04037,10.0
TEST_04038,9.0
TEST_04039,11.0
TEST_04040,10.0
TEST_04041,11.0
TEST_04042,11.0
TEST_04043,10.0
TEST_04044,8.0
TEST_04045,11.0
TEST_04046,11.0
TEST_04047,11.0
TEST_04048,11.0
TEST_04049,8.0
TEST_04050,7.0
TEST_04051,12.0
TEST_04052,6.0
TEST_04053,11.0
TEST_04054,16.0
TEST_04055,15.0
TEST_04056,11.0
TEST_04057,11.0
TEST_04058,10.0
TEST_04059,15.0
TEST_04060,10.0
TEST_04061,10.0
TEST_04062,11.0
TEST_04063,11.0
TEST_04064,11.0
TEST_04065,10.0
TEST_04066,9.0
TEST_04067,10.0
TEST_04068,2.0
TEST_04069,6.0
TEST_04070,11.0
TEST_04071,11.0
TEST_04072,11.0
TEST_04073,11.0
TEST_04074,10.0
TEST_04075,18.0
TEST_04076,8.0
TEST_04077,10.0
TEST_04078,17.0
TEST_04079,10.0
TEST_04080,10.0
TEST_04081,13.0
TEST_04082,14.0
TEST_04083,11.0
TEST_04084,10.0
TEST_04085,12.0
TEST_04086,11.0
TEST_04087,11.0
TEST_04088,10.0
TEST_04089,11.0
TEST_04090,7.0
TEST_04091,9.0
TEST_04092,19.0
TEST_04093,10.0
TEST_04094,10.0
TEST_04095,11.0
TEST_04096,10.0
TEST_04097,9.0
TEST_04098,11.0
TEST_04099,18.0
TEST_04100,16.0
TEST_04101,10.0
TEST_04102,8.0
TEST_04103,11.0
TEST_04104,7.0
TEST_04105,11.0
TEST_04106,9.0
TEST_04107,11.0
TEST_04108,11.0
TEST_04109,8.0
TEST_04110,10.0
TEST_04111,10.0
TEST_04112,11.0
TEST_04113,4.0
TEST_04114,10.0
TEST_04115,11.0
TEST_04116,1.0
TEST_04117,10.0
TEST_04118,8.0
TEST_04119,10.0
TEST_04120,15.0
TEST_04121,11.0
TEST_04122,16.0
TEST_04123,9.0
TEST_04124,12.0
TEST_04125,11.0
TEST_04126,13.0
TEST_04127,11.0
TEST_04128,11.0
TEST_04129,10.0
TEST_04130,10.0
TEST_04131,10.0
TEST_04132,10.0
TEST_04133,11.0
TEST_04134,11.0
TEST_04135,11.0
TEST_04136,13.0
TEST_04137,17.0
TEST_04138,10.0
TEST_04139,10.0
TEST_04140,11.0
TEST_04141,7.0
TEST_04142,11.0
TEST_04143,8.0
TEST_04144,6.0
TEST_04145,11.0
TEST_04146,11.0
TEST_04147,12.0
TEST_04148,9.0
TEST_04149,7.0
TEST_04150,10.0
TEST_04151,3.0
TEST_04152,7.0
TEST_04153,11.0
TEST_04154,11.0
TEST_04155,10.0
TEST_04156,10.0
TEST_04157,11.0
TEST_04158,10.0
TEST_04159,10.0
TEST_04160,10.0
TEST_04161,11.0
TEST_04162,3.0
TEST_04163,3.0
TEST_04164,11.0
TEST_04165,10.0
TEST_04166,9.0
TEST_04167,11.0
TEST_04168,2.0
TEST_04169,12.0
TEST_04170,11.0
TEST_04171,12.0
TEST_04172,12.0
TEST_04173,10.0
TEST_04174,10.0
TEST_04175,10.0
TEST_04176,2.0
TEST_04177,10.0
TEST_04178,11.0
TEST_04179,11.0
TEST_04180,10.0
TEST_04181,10.0
TEST_04182,17.0
TEST_04183,11.0
TEST_04184,10.0
TEST_04185,10.0
TEST_04186,10.0
TEST_04187,10.0
TEST_04188,10.0
TEST_04189,11.0
TEST_04190,10.0
TEST_04191,10.0
TEST_04192,13.0
TEST_04193,10.0
TEST_04194,10.0
TEST_04195,10.0
TEST_04196,11.0
TEST_04197,10.0
TEST_04198,11.0
TEST_04199,20.0
TEST_04200,3.0
TEST_04201,11.0
TEST_04202,10.0
TEST_04203,14.0
TEST_04204,10.0
TEST_04205,10.0
TEST_04206,12.0
TEST_04207,10.0
TEST_04208,7.0
TEST_04209,10.0
TEST_04210,11.0
TEST_04211,10.0
TEST_04212,11.0
TEST_04213,10.0
TEST_04214,11.0
TEST_04215,14.0
TEST_04216,11.0
TEST_04217,10.0
TEST_04218,10.0
TEST_04219,4.0
TEST_04220,10.0
TEST_04221,10.0
TEST_04222,10.0
TEST_04223,14.0
TEST_04224,10.0
TEST_04225,15.0
TEST_04226,11.0
TEST_04227,10.0
TEST_04228,11.0
TEST_04229,9.0
TEST_04230,9.0
TEST_04231,9.0
TEST_04232,10.0
TEST_04233,11.0
TEST_04234,11.0
TEST_04235,11.0
TEST_04236,10.0
TEST_04237,10.0
TEST_04238,11.0
TEST_04239,3.0
TEST_04240,2.0
TEST_04241,10.0
TEST_04242,10.0
TEST_04243,9.0
TEST_04244,10.0
TEST_04245,10.0
TEST_04246,10.0
TEST_04247,11.0
TEST_04248,10.0
TEST_04249,10.0
TEST_04250,11.0
TEST_04251,10.0
TEST_04252,11.0
TEST_04253,9.0
TEST_04254,15.0
TEST_04255,11.0
TEST_04256,14.0
TEST_04257,10.0
TEST_04258,10.0
TEST_04259,11.0
TEST_04260,11.0
TEST_04261,3.0
TEST_04262,10.0
TEST_04263,11.0
TEST_04264,10.0
TEST_04265,11.0
TEST_04266,10.0
TEST_04267,10.0
TEST_04268,13.0
TEST_04269,10.0
TEST_04270,10.0
TEST_04271,10.0
TEST_04272,10.0
TEST_04273,11.0
TEST_04274,11.0
TEST_04275,9.0
TEST_04276,2.0
TEST_04277,15.0
TEST_04278,3.0
TEST_04279,10.0
TEST_04280,10.0
TEST_04281,10.0
TEST_04282,10.0
TEST_04283,11.0
TEST_04284,9.0
TEST_04285,10.0
TEST_04286,11.0
TEST_04287,10.0
TEST_04288,2.0
TEST_04289,10.0
TEST_04290,10.0
TEST_04291,10.0
TEST_04292,1.0
TEST_04293,12.0
TEST_04294,8.0
TEST_04295,10.0
TEST_04296,10.0
TEST_04297,10.0
TEST_04298,13.0
TEST_04299,10.0
TEST_04300,11.0
TEST_04301,10.0
TEST_04302,11.0
TEST_04303,7.0
TEST_04304,10.0
TEST_04305,11.0
TEST_04306,14.0
TEST_04307,10.0
TEST_04308,15.0
TEST_04309,19.0
TEST_04310,12.0
TEST_04311,10.0
TEST_04312,10.0
TEST_04313,10.0
TEST_04314,11.0
TEST_04315,11.0
TEST_04316,10.0
TEST_04317,10.0
TEST_04318,8.0
TEST_04319,9.0
TEST_04320,10.0
TEST_04321,11.0
TEST_04322,10.0
TEST_04323,10.0
TEST_04324,3.0
TEST_04325,10.0
TEST_04326,2.0
TEST_04327,10.0
TEST_04328,10.0
TEST_04329,10.0
TEST_04330,14.0
TEST_04331,6.0
TEST_04332,10.0
TEST_04333,12.0
TEST_04334,9.0
TEST_04335,11.0
TEST_04336,11.0
TEST_04337,11.0
TEST_04338,2.0
TEST_04339,11.0
TEST_04340,11.0
TEST_04341,12.0
TEST_04342,7.0
TEST_04343,10.0
TEST_04344,10.0
TEST_04345,10.0
TEST_04346,10.0
TEST_04347,11.0
TEST_04348,10.0
TEST_04349,7.0
TEST_04350,18.0
TEST_04351,11.0
TEST_04352,11.0
TEST_04353,11.0
TEST_04354,11.0
TEST_04355,10.0
TEST_04356,10.0
TEST_04357,9.0
TEST_04358,14.0
TEST_04359,11.0
TEST_04360,11.0
TEST_04361,11.0
TEST_04362,11.0
TEST_04363,10.0
TEST_04364,2.0
TEST_04365,11.0
TEST_04366,8.0
TEST_04367,10.0
TEST_04368,9.0
TEST_04369,10.0
TEST_04370,9.0
TEST_04371,9.0
TEST_04372,3.0
TEST_04373,14.0
TEST_04374,11.0
TEST_04375,11.0
TEST_04376,10.0
TEST_04377,11.0
TEST_04378,10.0
TEST_04379,3.0
TEST_04380,1.0
TEST_04381,4.0
TEST_04382,10.0
TEST_04383,10.0
TEST_04384,10.0
TEST_04385,10.0
TEST_04386,10.0
TEST_04387,11.0
TEST_04388,10.0
TEST_04389,10.0
TEST_04390,19.0
TEST_04391,11.0
TEST_04392,13.0
TEST_04393,11.0
TEST_04394,11.0
TEST_04395,9.0
TEST_04396,13.0
TEST_04397,11.0
TEST_04398,11.0
TEST_04399,11.0
TEST_04400,9.0
TEST_04401,10.0
TEST_04402,16.0
TEST_04403,11.0
TEST_04404,10.0
TEST_04405,2.0
TEST_04406,12.0
TEST_04407,11.0
TEST_04408,11.0
TEST_04409,11.0
TEST_04410,8.0
TEST_04411,2.0
TEST_04412,10.0
TEST_04413,11.0
TEST_04414,12.0
TEST_04415,9.0
TEST_04416,10.0
TEST_04417,11.0
TEST_04418,11.0
TEST_04419,11.0
TEST_04420,11.0
TEST_04421,9.0
TEST_04422,11.0
TEST_04423,11.0
TEST_04424,1.0
TEST_04425,10.0
TEST_04426,11.0
TEST_04427,10.0
TEST_04428,10.0
TEST_04429,11.0
TEST_04430,10.0
TEST_04431,6.0
TEST_04432,12.0
TEST_04433,10.0
TEST_04434,10.0
TEST_04435,10.0
TEST_04436,12.0
TEST_04437,11.0
TEST_04438,10.0
TEST_04439,3.0
TEST_04440,10.0
TEST_04441,8.0
TEST_04442,10.0
TEST_04443,16.0
TEST_04444,10.0
TEST_04445,16.0
TEST_04446,10.0
TEST_04447,10.0
TEST_04448,11.0
TEST_04449,12.0
TEST_04450,11.0
TEST_04451,11.0
TEST_04452,11.0
TEST_04453,10.0
TEST_04454,11.0
TEST_04455,10.0
TEST_04456,12.0
TEST_04457,15.0
TEST_04458,11.0
TEST_04459,10.0
TEST_04460,17.0
TEST_04461,10.0
TEST_04462,11.0
TEST_04463,9.0
TEST_04464,11.0
TEST_04465,17.0
TEST_04466,10.0
TEST_04467,7.0
TEST_04468,10.0
TEST_04469,10.0
TEST_04470,13.0
TEST_04471,9.0
TEST_04472,10.0
TEST_04473,12.0
TEST_04474,11.0
TEST_04475,11.0
TEST_04476,11.0
TEST_04477,16.0
TEST_04478,12.0
TEST_04479,11.0
TEST_04480,10.0
TEST_04481,12.0
TEST_04482,10.0
TEST_04483,10.0
TEST_04484,6.0
TEST_04485,10.0
TEST_04486,10.0
TEST_04487,10.0
TEST_04488,11.0
TEST_04489,14.0
TEST_04490,3.0
TEST_04491,15.0
TEST_04492,11.0
TEST_04493,10.0
TEST_04494,12.0
TEST_04495,3.0
TEST_04496,8.0
TEST_04497,10.0
TEST_04498,10.0
TEST_04499,3.0
TEST_04500,11.0
TEST_04501,2.0
TEST_04502,10.0
TEST_04503,10.0
TEST_04504,11.0
TEST_04505,3.0
TEST_04506,10.0
TEST_04507,10.0
TEST_04508,11.0
TEST_04509,2.0
TEST_04510,10.0
TEST_04511,9.0
TEST_04512,16.0
TEST_04513,11.0
TEST_04514,10.0
TEST_04515,2.0
TEST_04516,4.0
TEST_04517,10.0
TEST_04518,10.0
TEST_04519,10.0
TEST_04520,11.0
TEST_04521,10.0
TEST_04522,9.0
TEST_04523,10.0
TEST_04524,17.0
TEST_04525,11.0
TEST_04526,11.0
TEST_04527,10.0
TEST_04528,10.0
TEST_04529,10.0
TEST_04530,5.0
TEST_04531,10.0
TEST_04532,12.0
TEST_04533,19.0
TEST_04534,10.0
TEST_04535,16.0
TEST_04536,5.0
TEST_04537,10.0
TEST_04538,2.0
TEST_04539,12.0
TEST_04540,6.0
TEST_04541,10.0
TEST_04542,3.0
TEST_04543,13.0
TEST_04544,10.0
TEST_04545,4.0
TEST_04546,9.0
TEST_04547,10.0
TEST_04548,11.0
TEST_04549,10.0
TEST_04550,11.0
TEST_04551,11.0
TEST_04552,10.0
TEST_04553,10.0
TEST_04554,11.0
TEST_04555,3.0
TEST_04556,7.0
TEST_04557,12.0
TEST_04558,10.0
TEST_04559,10.0
TEST_04560,10.0
TEST_04561,11.0
TEST_04562,10.0
TEST_04563,10.0
TEST_04564,10.0
TEST_04565,10.0
TEST_04566,11.0
TEST_04567,10.0
TEST_04568,12.0
TEST_04569,3.0
TEST_04570,10.0
TEST_04571,13.0
TEST_04572,14.0
TEST_04573,5.0
TEST_04574,11.0
TEST_04575,2.0
TEST_04576,10.0
TEST_04577,10.0
TEST_04578,10.0
TEST_04579,10.0
TEST_04580,10.0
TEST_04581,3.0
